Robert_Aderholt^&^&^2013-06-21 15:50:11^&^&^
RepTomRice^&^&^2013-06-10 14:05:56^&^&^
RepTomRice^&^&^2013-06-06 15:22:18^&^&^
RepTomRice^&^&^2013-06-05 14:29:40^&^&^
RepTomRice^&^&^2013-06-04 17:02:44^&^&^
RepTomRice^&^&^2013-06-04 14:30:55^&^&^
RepTomRice^&^&^2013-06-03 19:38:22^&^&^
RepTomRice^&^&^2013-06-03 15:03:14^&^&^
RepTomRice^&^&^2013-05-29 20:06:49^&^&^
RepTomRice^&^&^2013-05-21 13:46:28^&^&^
RepTomRice^&^&^2013-05-20 22:00:57^&^&^
RepTomRice^&^&^2013-05-16 22:34:36^&^&^
RepTomRice^&^&^2013-05-14 21:11:42^&^&^
RepTomRice^&^&^2013-05-14 16:32:01^&^&^
RepTomRice^&^&^2013-05-13 21:04:23^&^&^
RepTomRice^&^&^2013-05-13 20:34:48^&^&^
RepTomRice^&^&^2013-05-13 19:38:48^&^&^
RepTomRice^&^&^2013-05-13 19:35:57^&^&^
RepTomRice^&^&^2013-05-13 15:00:30^&^&^
RepTomRice^&^&^2013-05-13 14:45:28^&^&^
RepTomRice^&^&^2013-05-09 20:34:45^&^&^
RepTomRice^&^&^2013-05-08 15:18:17^&^&^
RepTomRice^&^&^2013-05-08 15:12:11^&^&^
RepTomRice^&^&^2013-05-08 15:06:37^&^&^
RepTomRice^&^&^2013-05-07 21:38:20^&^&^
RepTomRice^&^&^2013-05-07 18:19:07^&^&^
RepTomRice^&^&^2013-05-06 15:51:16^&^&^
RepTomRice^&^&^2013-05-02 15:14:54^&^&^
RepTomRice^&^&^2013-04-29 14:40:52^&^&^
RepTomRice^&^&^2013-04-25 18:00:09^&^&^
RepTomRice^&^&^2013-04-25 14:04:24^&^&^
RepTomRice^&^&^2013-04-24 20:52:53^&^&^
RepTomRice^&^&^2013-04-23 15:45:19^&^&^
RepTomRice^&^&^2013-04-19 18:37:46^&^&^
RepTomRice^&^&^2013-04-19 18:08:38^&^&^
RepTomRice^&^&^2013-04-18 17:23:37^&^&^
RepTomRice^&^&^2013-04-18 17:20:59^&^&^
RepTomRice^&^&^2013-04-18 15:35:40^&^&^
RepTomRice^&^&^2013-04-18 15:34:10^&^&^
RepTomRice^&^&^2013-04-18 15:25:13^&^&^
RepTomRice^&^&^2013-04-18 15:17:12^&^&^
RepTomRice^&^&^2013-04-18 15:08:12^&^&^
RepTomRice^&^&^2013-04-18 14:56:03^&^&^
RepTomRice^&^&^2013-04-18 14:45:29^&^&^
RepTomRice^&^&^2013-04-18 14:45:12^&^&^
RepTomRice^&^&^2013-04-18 14:44:52^&^&^
RepTomRice^&^&^2013-04-15 22:52:59^&^&^
RepTomRice^&^&^2013-04-15 19:31:12^&^&^
RepTomRice^&^&^2013-04-15 15:10:57^&^&^
RepTomRice^&^&^2013-04-12 20:45:30^&^&^
RepTomRice^&^&^2013-04-12 15:32:08^&^&^
RepTomRice^&^&^2013-04-11 15:00:41^&^&^
RepTomRice^&^&^2013-04-10 18:17:37^&^&^
RepTomRice^&^&^2013-04-05 15:10:41^&^&^
RepTomRice^&^&^2013-04-04 19:28:30^&^&^
RepTomRice^&^&^2013-04-04 17:10:44^&^&^
RepTomRice^&^&^2013-04-04 13:32:14^&^&^
RepTomRice^&^&^2013-04-02 21:01:19^&^&^
RepTomRice^&^&^2013-04-02 20:32:41^&^&^
RepTomRice^&^&^2013-04-02 19:56:48^&^&^
RepTomRice^&^&^2013-04-02 15:58:13^&^&^
RepTomRice^&^&^2013-03-28 18:41:54^&^&^
RepTomRice^&^&^2013-03-28 13:41:46^&^&^
RepTomRice^&^&^2013-03-27 18:49:23^&^&^
RepTomRice^&^&^2013-03-26 20:49:54^&^&^
RepTomRice^&^&^2013-03-26 18:32:09^&^&^
RepTomRice^&^&^2013-03-25 14:09:28^&^&^
RepTomRice^&^&^2013-03-21 13:36:15^&^&^
RepTomRice^&^&^2013-03-21 13:35:50^&^&^
RepTomRice^&^&^2013-03-20 17:19:02^&^&^
RepTomRice^&^&^2013-03-20 17:18:04^&^&^
RepTomRice^&^&^2013-03-20 17:17:36^&^&^
RepTomRice^&^&^2013-03-19 23:04:39^&^&^
RepTomRice^&^&^2013-03-19 20:25:39^&^&^
RepTomRice^&^&^2013-03-19 18:42:41^&^&^
RepTomRice^&^&^2013-03-19 14:38:54^&^&^
RepTomRice^&^&^2013-03-18 18:23:48^&^&^
RepTomRice^&^&^2013-03-18 17:49:06^&^&^
RepTomRice^&^&^2013-03-17 16:35:35^&^&^
RepTomRice^&^&^2013-03-17 16:22:45^&^&^
RepTomRice^&^&^2013-03-17 16:22:37^&^&^
RepTomRice^&^&^2013-03-17 16:21:23^&^&^
RepTomRice^&^&^2013-03-13 16:13:20^&^&^
RepTomRice^&^&^2013-03-13 14:09:26^&^&^
RepTomRice^&^&^2013-03-12 19:22:22^&^&^
RepTomRice^&^&^2013-03-12 17:48:25^&^&^
RepTomRice^&^&^2013-03-12 17:15:53^&^&^
RepTomRice^&^&^2013-03-12 13:06:22^&^&^
RepTomRice^&^&^2013-03-11 21:56:56^&^&^
RepTomRice^&^&^2013-03-11 21:48:10^&^&^
RepTomRice^&^&^2013-03-05 15:26:11^&^&^
RepTomRice^&^&^2013-03-04 19:15:43^&^&^
RepTomRice^&^&^2013-02-27 22:13:43^&^&^
RepTomRice^&^&^2013-02-26 21:27:26^&^&^
RepTomRice^&^&^2013-02-26 18:24:45^&^&^
RepTomRice^&^&^2013-02-26 18:21:10^&^&^
RepTomRice^&^&^2013-02-26 17:52:01^&^&^
RepTomRice^&^&^2013-02-26 14:46:20^&^&^
RepTomRice^&^&^2013-02-21 19:27:09^&^&^
RepTomRice^&^&^2013-02-21 19:20:57^&^&^
RepTomRice^&^&^2013-02-20 17:12:47^&^&^
RepTomRice^&^&^2013-02-20 14:50:09^&^&^
RepTomRice^&^&^2013-02-15 16:39:34^&^&^
RepTomRice^&^&^2013-02-15 16:38:28^&^&^
RepTomRice^&^&^2013-02-13 18:51:48^&^&^
RepTomRice^&^&^2013-02-13 15:49:32^&^&^
RepTomRice^&^&^2013-02-13 15:45:46^&^&^
RepTomRice^&^&^2013-02-13 02:47:30^&^&^
RepTomRice^&^&^2013-02-13 02:46:09^&^&^
RepTomRice^&^&^2013-02-13 02:40:07^&^&^
RepTomRice^&^&^2013-02-13 02:38:59^&^&^
RepTomRice^&^&^2013-02-13 02:38:01^&^&^
RepTomRice^&^&^2013-02-13 02:37:40^&^&^
RepTomRice^&^&^2013-02-13 02:30:44^&^&^
RepTomRice^&^&^2013-02-13 02:20:46^&^&^
RepTomRice^&^&^2013-02-13 02:05:01^&^&^
RepTomRice^&^&^2013-02-13 02:03:21^&^&^
RepTomRice^&^&^2013-02-13 01:52:59^&^&^
RepTomRice^&^&^2013-02-13 01:29:49^&^&^
RepTomRice^&^&^2013-02-13 01:19:20^&^&^
RepTomRice^&^&^2013-02-12 23:54:02^&^&^
RepTomRice^&^&^2013-02-12 14:48:13^&^&^
RepTomRice^&^&^2013-02-07 20:18:55^&^&^
RepTomRice^&^&^2013-02-07 16:40:59^&^&^
RepTomRice^&^&^2013-02-06 15:24:59^&^&^
RepTomRice^&^&^2013-02-05 18:14:56^&^&^
RepTomRice^&^&^2013-02-05 14:34:31^&^&^
RepTomRice^&^&^2013-02-01 19:52:13^&^&^
RepTomRice^&^&^2013-02-01 18:57:49^&^&^
RepTomRice^&^&^2013-01-31 19:58:15^&^&^
RepTomRice^&^&^2013-01-30 22:06:51^&^&^
RepTomRice^&^&^2013-01-30 21:41:17^&^&^
RepTomRice^&^&^2013-01-30 21:32:47^&^&^
RepTomRice^&^&^2013-01-29 22:27:41^&^&^
RepTomRice^&^&^2013-01-29 22:24:48^&^&^
RepTomRice^&^&^2013-01-28 19:23:28^&^&^
RepTomRice^&^&^2013-01-24 20:24:50^&^&^
RepTomRice^&^&^2013-01-23 22:40:24^&^&^
RepTomRice^&^&^2013-01-22 23:08:43^&^&^
RepTomRice^&^&^2013-01-22 23:07:36^&^&^
RepTomRice^&^&^2013-01-22 20:08:07^&^&^
RepTomRice^&^&^2013-01-22 16:00:36^&^&^
RepTomRice^&^&^2013-01-21 18:55:53^&^&^
RepTomRice^&^&^2013-01-18 17:40:10^&^&^
RepTomRice^&^&^2013-01-17 21:32:08^&^&^
RepTomRice^&^&^2013-01-16 21:30:23^&^&^
RepTomRice^&^&^2013-01-14 20:58:34^&^&^
RepTomRice^&^&^2013-01-11 17:30:11^&^&^
RepTomRice^&^&^2013-01-11 16:01:57^&^&^
RepTomRice^&^&^2013-01-11 15:41:47^&^&^
RepTomRice^&^&^2013-01-11 15:24:29^&^&^
RepTomRice^&^&^2013-01-10 18:46:32^&^&^
RepTomRice^&^&^2013-01-10 18:39:49^&^&^
RepTomRice^&^&^2013-01-10 16:44:05^&^&^
RepTomRice^&^&^2013-01-10 16:33:17^&^&^
RepTomRice^&^&^2013-01-10 15:47:52^&^&^
RepTomRice^&^&^2013-01-09 22:47:40^&^&^
RepTomRice^&^&^2013-01-09 17:36:38^&^&^
RepTomRice^&^&^2013-01-09 17:32:16^&^&^
RepTomRice^&^&^2013-01-09 15:13:05^&^&^
RepTomRice^&^&^2013-01-09 15:07:41^&^&^
RepTomRice^&^&^2013-01-08 23:42:44^&^&^
RepTomRice^&^&^2013-01-08 23:41:55^&^&^
RepTomRice^&^&^2013-01-07 23:00:49^&^&^
RepTomRice^&^&^2013-01-04 00:11:40^&^&^
KeithRothfus^&^&^2013-06-21 00:02:47^&^&^
KeithRothfus^&^&^2013-06-20 18:54:30^&^&^
KeithRothfus^&^&^2013-06-20 16:46:45^&^&^
KeithRothfus^&^&^2013-06-20 10:41:53^&^&^
KeithRothfus^&^&^2013-06-19 21:54:13^&^&^
KeithRothfus^&^&^2013-06-19 19:28:33^&^&^
KeithRothfus^&^&^2013-06-19 16:53:19^&^&^
KeithRothfus^&^&^2013-06-19 16:52:36^&^&^
KeithRothfus^&^&^2013-06-19 13:11:03^&^&^
KeithRothfus^&^&^2013-06-18 22:45:14^&^&^
KeithRothfus^&^&^2013-06-18 22:16:55^&^&^
KeithRothfus^&^&^2013-06-18 19:17:55^&^&^
KeithRothfus^&^&^2013-06-18 18:24:52^&^&^
KeithRothfus^&^&^2013-06-18 15:48:58^&^&^
KeithRothfus^&^&^2013-06-17 23:16:33^&^&^
KeithRothfus^&^&^2013-06-17 22:35:10^&^&^
KeithRothfus^&^&^2013-06-17 20:38:50^&^&^
KeithRothfus^&^&^2013-06-17 19:33:41^&^&^
KeithRothfus^&^&^2013-06-16 17:14:39^&^&^
KeithRothfus^&^&^2013-06-14 22:08:05^&^&^
KeithRothfus^&^&^2013-06-14 22:02:31^&^&^
KeithRothfus^&^&^2013-06-14 21:40:51^&^&^
KeithRothfus^&^&^2013-06-14 21:07:59^&^&^
KeithRothfus^&^&^2013-06-13 22:51:31^&^&^
KeithRothfus^&^&^2013-06-13 21:07:13^&^&^
KeithRothfus^&^&^2013-06-13 19:00:55^&^&^
KeithRothfus^&^&^2013-06-13 16:49:14^&^&^
KeithRothfus^&^&^2013-06-12 23:38:10^&^&^
KeithRothfus^&^&^2013-06-12 23:01:17^&^&^
KeithRothfus^&^&^2013-06-12 22:58:11^&^&^
KeithRothfus^&^&^2013-06-12 19:39:13^&^&^
KeithRothfus^&^&^2013-06-12 19:34:42^&^&^
KeithRothfus^&^&^2013-06-12 18:49:33^&^&^
KeithRothfus^&^&^2013-06-12 17:40:08^&^&^
KeithRothfus^&^&^2013-06-12 17:02:47^&^&^
KeithRothfus^&^&^2013-06-12 13:18:05^&^&^
KeithRothfus^&^&^2013-06-12 00:19:14^&^&^
KeithRothfus^&^&^2013-06-11 22:51:40^&^&^
KeithRothfus^&^&^2013-06-11 21:50:57^&^&^
KeithRothfus^&^&^2013-06-11 20:56:28^&^&^
KeithRothfus^&^&^2013-06-11 18:23:03^&^&^
KeithRothfus^&^&^2013-06-11 18:22:54^&^&^
KeithRothfus^&^&^2013-06-11 15:57:32^&^&^
KeithRothfus^&^&^2013-06-11 13:54:05^&^&^
KeithRothfus^&^&^2013-06-10 20:51:06^&^&^
KeithRothfus^&^&^2013-06-10 13:25:06^&^&^
KeithRothfus^&^&^2013-06-07 19:15:15^&^&^
KeithRothfus^&^&^2013-06-07 15:41:52^&^&^
KeithRothfus^&^&^2013-06-07 00:35:35^&^&^
KeithRothfus^&^&^2013-06-06 23:54:43^&^&^
KeithRothfus^&^&^2013-06-06 23:16:54^&^&^
KeithRothfus^&^&^2013-06-06 22:21:18^&^&^
KeithRothfus^&^&^2013-06-06 20:51:19^&^&^
KeithRothfus^&^&^2013-06-06 20:18:10^&^&^
KeithRothfus^&^&^2013-06-06 16:34:08^&^&^
KeithRothfus^&^&^2013-06-06 02:21:53^&^&^
KeithRothfus^&^&^2013-06-05 22:01:02^&^&^
KeithRothfus^&^&^2013-06-05 22:00:38^&^&^
KeithRothfus^&^&^2013-06-05 21:45:05^&^&^
KeithRothfus^&^&^2013-06-05 20:23:57^&^&^
KeithRothfus^&^&^2013-06-05 19:05:50^&^&^
KeithRothfus^&^&^2013-06-05 17:33:20^&^&^
KeithRothfus^&^&^2013-06-05 14:26:20^&^&^
KeithRothfus^&^&^2013-06-05 03:40:53^&^&^
KeithRothfus^&^&^2013-06-04 23:32:38^&^&^
KeithRothfus^&^&^2013-06-04 23:31:42^&^&^
KeithRothfus^&^&^2013-06-04 23:31:32^&^&^
KeithRothfus^&^&^2013-06-04 23:31:23^&^&^
KeithRothfus^&^&^2013-06-04 23:31:18^&^&^
KeithRothfus^&^&^2013-06-04 23:31:14^&^&^
KeithRothfus^&^&^2013-06-04 23:18:34^&^&^
KeithRothfus^&^&^2013-06-04 20:15:10^&^&^
KeithRothfus^&^&^2013-06-04 13:50:43^&^&^
KeithRothfus^&^&^2013-06-03 23:03:27^&^&^
KeithRothfus^&^&^2013-06-03 19:05:21^&^&^
KeithRothfus^&^&^2013-06-03 17:31:14^&^&^
KeithRothfus^&^&^2013-06-01 21:10:57^&^&^
KeithRothfus^&^&^2013-06-01 02:26:04^&^&^
KeithRothfus^&^&^2013-05-31 16:24:29^&^&^
KeithRothfus^&^&^2013-05-31 14:03:36^&^&^
KeithRothfus^&^&^2013-05-31 14:03:32^&^&^
KeithRothfus^&^&^2013-05-31 14:03:28^&^&^
KeithRothfus^&^&^2013-05-31 13:30:57^&^&^
KeithRothfus^&^&^2013-05-30 18:26:06^&^&^
KeithRothfus^&^&^2013-05-30 18:16:58^&^&^
KeithRothfus^&^&^2013-05-30 17:52:59^&^&^
KeithRothfus^&^&^2013-05-30 10:15:32^&^&^
KeithRothfus^&^&^2013-05-29 20:37:12^&^&^
KeithRothfus^&^&^2013-05-29 19:51:34^&^&^
KeithRothfus^&^&^2013-05-29 14:49:22^&^&^
KeithRothfus^&^&^2013-05-29 01:15:33^&^&^
KeithRothfus^&^&^2013-05-29 01:14:24^&^&^
KeithRothfus^&^&^2013-05-28 16:59:57^&^&^
KeithRothfus^&^&^2013-05-27 19:43:05^&^&^
KeithRothfus^&^&^2013-05-27 17:13:38^&^&^
KeithRothfus^&^&^2013-05-24 17:50:18^&^&^
KeithRothfus^&^&^2013-05-23 19:56:28^&^&^
KeithRothfus^&^&^2013-05-23 01:56:53^&^&^
KeithRothfus^&^&^2013-05-22 20:07:00^&^&^
KeithRothfus^&^&^2013-05-22 13:42:13^&^&^
KeithRothfus^&^&^2013-05-21 20:47:50^&^&^
KeithRothfus^&^&^2013-05-21 14:59:06^&^&^
KeithRothfus^&^&^2013-05-21 13:08:06^&^&^
KeithRothfus^&^&^2013-05-20 23:59:46^&^&^
KeithRothfus^&^&^2013-05-17 14:25:32^&^&^
KeithRothfus^&^&^2013-05-17 13:46:20^&^&^
KeithRothfus^&^&^2013-05-17 13:22:08^&^&^
KeithRothfus^&^&^2013-05-17 13:07:09^&^&^
KeithRothfus^&^&^2013-05-17 04:43:54^&^&^
KeithRothfus^&^&^2013-05-17 03:31:00^&^&^
KeithRothfus^&^&^2013-05-16 22:29:24^&^&^
KeithRothfus^&^&^2013-05-16 19:07:18^&^&^
KeithRothfus^&^&^2013-05-16 19:05:54^&^&^
KeithRothfus^&^&^2013-05-16 16:27:17^&^&^
KeithRothfus^&^&^2013-05-16 13:05:43^&^&^
KeithRothfus^&^&^2013-05-15 23:11:49^&^&^
KeithRothfus^&^&^2013-05-15 21:52:01^&^&^
KeithRothfus^&^&^2013-05-15 20:34:29^&^&^
KeithRothfus^&^&^2013-05-15 20:31:39^&^&^
KeithRothfus^&^&^2013-05-14 17:59:56^&^&^
KeithRothfus^&^&^2013-05-14 02:45:57^&^&^
KeithRothfus^&^&^2013-05-13 21:06:58^&^&^
KeithRothfus^&^&^2013-05-13 19:51:42^&^&^
KeithRothfus^&^&^2013-05-13 18:23:18^&^&^
KeithRothfus^&^&^2013-05-13 16:21:23^&^&^
KeithRothfus^&^&^2013-05-13 16:21:17^&^&^
KeithRothfus^&^&^2013-05-13 16:20:26^&^&^
KeithRothfus^&^&^2013-05-12 18:41:47^&^&^
KeithRothfus^&^&^2013-05-10 21:23:39^&^&^
KeithRothfus^&^&^2013-05-10 17:08:40^&^&^
KeithRothfus^&^&^2013-05-10 00:51:15^&^&^
KeithRothfus^&^&^2013-05-10 00:33:28^&^&^
KeithRothfus^&^&^2013-05-09 19:33:46^&^&^
KeithRothfus^&^&^2013-05-09 19:10:53^&^&^
KeithRothfus^&^&^2013-05-08 21:29:49^&^&^
KeithRothfus^&^&^2013-05-08 16:08:43^&^&^
KeithRothfus^&^&^2013-05-08 13:23:00^&^&^
KeithRothfus^&^&^2013-05-08 01:00:31^&^&^
KeithRothfus^&^&^2013-05-08 00:43:25^&^&^
KeithRothfus^&^&^2013-05-08 00:00:46^&^&^
KeithRothfus^&^&^2013-05-07 21:46:17^&^&^
KeithRothfus^&^&^2013-05-07 19:59:31^&^&^
KeithRothfus^&^&^2013-05-07 18:54:32^&^&^
KeithRothfus^&^&^2013-05-07 14:44:18^&^&^
KeithRothfus^&^&^2013-05-07 02:22:52^&^&^
KeithRothfus^&^&^2013-05-07 00:38:10^&^&^
KeithRothfus^&^&^2013-05-06 22:22:50^&^&^
KeithRothfus^&^&^2013-05-06 21:36:11^&^&^
KeithRothfus^&^&^2013-05-05 19:40:35^&^&^
KeithRothfus^&^&^2013-05-05 19:37:58^&^&^
KeithRothfus^&^&^2013-05-03 18:27:24^&^&^
KeithRothfus^&^&^2013-05-03 18:27:04^&^&^
KeithRothfus^&^&^2013-05-03 18:26:22^&^&^
KeithRothfus^&^&^2013-05-03 18:17:18^&^&^
KeithRothfus^&^&^2013-05-03 15:56:54^&^&^
KeithRothfus^&^&^2013-05-03 15:56:09^&^&^
KeithRothfus^&^&^2013-05-03 15:18:16^&^&^
KeithRothfus^&^&^2013-05-03 15:07:01^&^&^
KeithRothfus^&^&^2013-05-03 14:23:54^&^&^
KeithRothfus^&^&^2013-05-03 01:47:47^&^&^
KeithRothfus^&^&^2013-05-02 23:33:38^&^&^
KeithRothfus^&^&^2013-05-02 21:20:41^&^&^
KeithRothfus^&^&^2013-05-02 20:36:51^&^&^
KeithRothfus^&^&^2013-05-02 19:46:48^&^&^
KeithRothfus^&^&^2013-05-02 19:31:38^&^&^
KeithRothfus^&^&^2013-05-02 19:27:19^&^&^
KeithRothfus^&^&^2013-05-02 02:11:17^&^&^
KeithRothfus^&^&^2013-05-02 01:52:28^&^&^
KeithRothfus^&^&^2013-05-01 17:34:04^&^&^
KeithRothfus^&^&^2013-05-01 12:59:18^&^&^
KeithRothfus^&^&^2013-05-01 00:21:02^&^&^
KeithRothfus^&^&^2013-05-01 00:19:48^&^&^
KeithRothfus^&^&^2013-04-30 23:22:54^&^&^
KeithRothfus^&^&^2013-04-30 16:46:02^&^&^
KeithRothfus^&^&^2013-04-30 13:12:47^&^&^
KeithRothfus^&^&^2013-04-30 00:27:32^&^&^
KeithRothfus^&^&^2013-04-29 18:58:37^&^&^
KeithRothfus^&^&^2013-04-27 16:17:56^&^&^
KeithRothfus^&^&^2013-04-27 04:14:40^&^&^
KeithRothfus^&^&^2013-04-26 17:23:13^&^&^
KeithRothfus^&^&^2013-04-25 21:11:19^&^&^
KeithRothfus^&^&^2013-04-25 21:05:31^&^&^
KeithRothfus^&^&^2013-04-25 18:30:41^&^&^
KeithRothfus^&^&^2013-04-25 00:16:52^&^&^
KeithRothfus^&^&^2013-04-24 20:44:53^&^&^
KeithRothfus^&^&^2013-04-24 00:06:20^&^&^
KeithRothfus^&^&^2013-04-23 21:21:49^&^&^
KeithRothfus^&^&^2013-04-23 20:15:16^&^&^
KeithRothfus^&^&^2013-04-23 18:08:28^&^&^
KeithRothfus^&^&^2013-04-22 20:44:21^&^&^
KeithRothfus^&^&^2013-04-22 20:32:33^&^&^
KeithRothfus^&^&^2013-04-22 18:32:06^&^&^
KeithRothfus^&^&^2013-04-22 14:53:01^&^&^
KeithRothfus^&^&^2013-04-22 01:28:05^&^&^
KeithRothfus^&^&^2013-04-21 22:02:50^&^&^
KeithRothfus^&^&^2013-04-21 17:50:09^&^&^
KeithRothfus^&^&^2013-04-20 23:32:59^&^&^
KeithRothfus^&^&^2013-04-19 17:39:59^&^&^
KeithRothfus^&^&^2013-04-19 12:58:26^&^&^
KeithRothfus^&^&^2013-04-18 17:22:32^&^&^
CongressmanRuiz^&^&^2013-06-18 18:45:53^&^&^
CongressmanRuiz^&^&^2013-06-18 16:42:59^&^&^
CongressmanRuiz^&^&^2013-06-17 22:41:14^&^&^
CongressmanRuiz^&^&^2013-06-17 16:17:23^&^&^
CongressmanRuiz^&^&^2013-06-14 18:51:59^&^&^
CongressmanRuiz^&^&^2013-06-14 16:41:13^&^&^
CongressmanRuiz^&^&^2013-06-14 16:38:34^&^&^
CongressmanRuiz^&^&^2013-06-14 16:37:41^&^&^
CongressmanRuiz^&^&^2013-06-14 16:17:37^&^&^
CongressmanRuiz^&^&^2013-06-14 14:04:50^&^&^
CongressmanRuiz^&^&^2013-06-13 19:56:55^&^&^
CongressmanRuiz^&^&^2013-06-12 22:23:08^&^&^
CongressmanRuiz^&^&^2013-06-12 17:13:35^&^&^
CongressmanRuiz^&^&^2013-06-10 19:22:36^&^&^
CongressmanRuiz^&^&^2013-06-06 22:13:40^&^&^
CongressmanRuiz^&^&^2013-06-06 18:28:52^&^&^
CongressmanRuiz^&^&^2013-06-05 18:55:02^&^&^
CongressmanRuiz^&^&^2013-06-04 22:17:15^&^&^
CongressmanRuiz^&^&^2013-05-30 22:43:24^&^&^
CongressmanRuiz^&^&^2013-05-30 21:52:55^&^&^
CongressmanRuiz^&^&^2013-05-27 23:01:09^&^&^
CongressmanRuiz^&^&^2013-05-27 20:24:31^&^&^
CongressmanRuiz^&^&^2013-05-24 20:01:35^&^&^
CongressmanRuiz^&^&^2013-05-23 21:10:54^&^&^
CongressmanRuiz^&^&^2013-05-22 23:08:50^&^&^
CongressmanRuiz^&^&^2013-05-17 20:02:22^&^&^
CongressmanRuiz^&^&^2013-05-16 23:14:03^&^&^
CongressmanRuiz^&^&^2013-05-15 23:23:23^&^&^
CongressmanRuiz^&^&^2013-05-13 21:48:04^&^&^
CongressmanRuiz^&^&^2013-05-13 20:54:01^&^&^
CongressmanRuiz^&^&^2013-05-10 00:20:34^&^&^
CongressmanRuiz^&^&^2013-05-08 23:09:22^&^&^
CongressmanRuiz^&^&^2013-05-07 23:47:34^&^&^
CongressmanRuiz^&^&^2013-05-07 16:53:13^&^&^
CongressmanRuiz^&^&^2013-04-29 19:32:15^&^&^
CongressmanRuiz^&^&^2013-04-26 13:56:44^&^&^
CongressmanRuiz^&^&^2013-04-25 18:05:31^&^&^
CongressmanRuiz^&^&^2013-04-24 21:54:41^&^&^
CongressmanRuiz^&^&^2013-04-23 21:19:53^&^&^
CongressmanRuiz^&^&^2013-04-23 14:43:28^&^&^
CongressmanRuiz^&^&^2013-04-23 03:20:08^&^&^
CongressmanRuiz^&^&^2013-04-22 19:51:16^&^&^
CongressmanRuiz^&^&^2013-04-22 15:03:26^&^&^
CongressmanRuiz^&^&^2013-04-18 22:18:48^&^&^
CongressmanRuiz^&^&^2013-04-16 17:05:17^&^&^
CongressmanRuiz^&^&^2013-04-15 21:23:24^&^&^
CongressmanRuiz^&^&^2013-04-15 18:31:18^&^&^
CongressmanRuiz^&^&^2013-04-15 00:26:30^&^&^
CongressmanRuiz^&^&^2013-04-10 23:05:40^&^&^
CongressmanRuiz^&^&^2013-04-10 21:19:42^&^&^
CongressmanRuiz^&^&^2013-04-10 02:28:22^&^&^
CongressmanRuiz^&^&^2013-04-09 20:21:44^&^&^
CongressmanRuiz^&^&^2013-04-06 20:23:22^&^&^
CongressmanRuiz^&^&^2013-04-06 17:10:13^&^&^
CongressmanRuiz^&^&^2013-03-27 21:57:59^&^&^
CongressmanRuiz^&^&^2013-03-27 20:24:48^&^&^
CongressmanRuiz^&^&^2013-03-26 16:57:13^&^&^
CongressmanRuiz^&^&^2013-03-20 22:24:23^&^&^
CongressmanRuiz^&^&^2013-03-15 15:43:22^&^&^
CongressmanRuiz^&^&^2013-03-14 18:57:49^&^&^
CongressmanRuiz^&^&^2013-03-08 20:06:24^&^&^
CongressmanRuiz^&^&^2013-03-01 21:05:37^&^&^
CongressmanRuiz^&^&^2013-03-01 20:08:53^&^&^
CongressmanRuiz^&^&^2013-02-21 15:56:12^&^&^
CongressmanRuiz^&^&^2013-02-18 20:38:36^&^&^
CongressmanRuiz^&^&^2013-02-15 19:17:28^&^&^
CongressmanRuiz^&^&^2013-02-14 19:55:07^&^&^
CongressmanRuiz^&^&^2013-02-14 16:52:18^&^&^
CongressmanRuiz^&^&^2013-02-13 22:45:17^&^&^
CongressmanRuiz^&^&^2013-02-10 23:22:12^&^&^
CongressmanRuiz^&^&^2013-02-09 20:53:08^&^&^
CongressmanRuiz^&^&^2013-02-01 03:24:52^&^&^
CongressmanRuiz^&^&^2013-01-31 23:50:18^&^&^
CongressmanRuiz^&^&^2013-01-30 21:21:20^&^&^
CongressmanRuiz^&^&^2013-01-29 20:44:49^&^&^
CongressmanRuiz^&^&^2013-01-29 01:26:57^&^&^
CongressmanRuiz^&^&^2013-01-26 20:05:12^&^&^
CongressmanRuiz^&^&^2013-01-25 23:41:26^&^&^
CongressmanRuiz^&^&^2013-01-25 14:35:07^&^&^
CongressmanRuiz^&^&^2013-01-24 18:48:33^&^&^
CongressmanRuiz^&^&^2013-01-23 20:45:37^&^&^
CongressmanRuiz^&^&^2013-01-23 15:42:07^&^&^
CongressmanRuiz^&^&^2013-01-23 14:09:37^&^&^
CongressmanRuiz^&^&^2013-01-19 21:44:10^&^&^
CongressmanRuiz^&^&^2013-01-18 23:19:18^&^&^
RepMattSalmon^&^&^2013-06-21 15:57:28^&^&^
RepMattSalmon^&^&^2013-06-21 14:33:16^&^&^
RepMattSalmon^&^&^2013-06-20 17:48:35^&^&^
RepMattSalmon^&^&^2013-06-20 14:22:34^&^&^
RepMattSalmon^&^&^2013-06-20 14:02:57^&^&^
RepMattSalmon^&^&^2013-06-19 23:07:36^&^&^
RepMattSalmon^&^&^2013-06-19 20:14:27^&^&^
RepMattSalmon^&^&^2013-06-19 20:07:30^&^&^
RepMattSalmon^&^&^2013-06-19 20:04:03^&^&^
RepMattSalmon^&^&^2013-06-19 18:47:37^&^&^
RepMattSalmon^&^&^2013-06-19 18:46:48^&^&^
RepMattSalmon^&^&^2013-06-19 18:46:39^&^&^
RepMattSalmon^&^&^2013-06-19 15:04:49^&^&^
RepMattSalmon^&^&^2013-06-18 23:11:57^&^&^
RepMattSalmon^&^&^2013-06-18 23:10:03^&^&^
